,x0,carat,cut,color,clarity,x,y,z,depth,table,price
688,1,1.05,3,2,6,6.47,6.42,4.07,63.1,58.0,4612
690,1,0.3,4,7,4,4.35,4.32,2.61,60.2,60.0,574
692,1,1.01,3,5,6,6.3,6.34,4.02,63.6,59.0,6714
696,1,0.54,3,2,5,5.17,5.21,3.28,63.2,57.0,1135
698,1,1.0,4,5,6,6.5,6.45,3.93,60.7,57.0,7168
705,1,1.01,4,4,4,6.57,6.52,3.95,60.4,59.0,4327
708,1,1.0,3,5,9,6.32,6.37,4.0,63.0,56.0,8008
711,1,1.13,4,3,4,6.8,6.74,4.02,59.4,58.0,4430
723,1,1.0,3,5,6,6.39,6.44,3.99,62.2,55.0,6340
726,1,1.27,4,3,6,6.83,6.93,4.31,62.6,59.0,6755
732,1,0.6,5,5,8,5.43,5.46,3.32,61.0,57.0,2718
734,1,0.5,1,5,3,4.89,4.8,3.38,69.8,55.0,584
735,1,0.71,3,6,7,5.64,5.68,3.59,63.4,58.0,3009
736,1,1.44,4,3,4,7.25,7.2,4.49,62.1,55.0,7419
737,1,1.06,4,7,6,6.52,6.48,4.05,62.3,59.0,7679
744,1,0.56,5,4,6,5.29,5.25,3.28,62.2,57.0,1585
745,1,1.07,5,6,8,6.55,6.65,4.05,61.4,56.0,9863
750,1,1.0,4,3,5,6.52,6.56,3.86,59.0,60.0,4389
751,1,0.33,5,6,6,4.47,4.41,2.73,61.5,57.0,928
753,1,1.01,4,4,7,6.38,6.33,3.92,61.7,59.0,5898
755,1,0.55,3,6,8,5.29,5.33,3.18,59.9,58.0,2656
757,1,0.9,5,6,5,6.21,6.23,3.8,61.1,56.0,4854
758,1,0.41,5,4,6,4.78,4.76,2.93,61.4,59.0,1042
761,1,0.52,5,4,5,5.18,5.22,3.21,61.7,56.0,1266
765,1,0.29,2,5,7,4.21,4.24,2.72,64.4,54.0,504
766,1,1.39,4,4,6,7.18,7.14,4.44,62.0,56.0,8874
770,1,1.07,5,6,4,6.55,6.52,4.08,62.4,57.0,4698
771,1,0.32,4,3,9,4.41,4.36,2.75,62.7,57.0,936
772,1,0.41,5,5,10,4.79,4.83,2.97,61.7,56.0,1304
778,1,0.7,3,5,5,5.59,5.64,3.56,63.4,59.0,2264
786,1,0.3,5,2,6,4.28,4.3,2.69,62.7,54.0,438
787,1,0.26,4,6,9,4.07,4.09,2.54,62.3,60.0,599
789,1,0.31,5,7,5,4.37,4.49,2.71,61.2,55.0,571
791,1,0.27,3,4,9,4.14,4.16,2.59,62.5,56.0,566
795,1,0.53,5,5,9,5.23,5.2,3.2,61.4,57.0,2860
801,1,1.01,3,4,7,6.52,6.61,3.86,58.8,58.0,6777
802,1,0.27,4,6,9,4.2,4.18,2.54,60.6,58.0,799
804,1,1.01,3,4,4,6.4,6.36,3.88,60.8,63.0,3577
805,1,1.01,4,7,5,6.42,6.49,3.92,60.7,58.0,5599
808,1,0.45,1,3,8,4.82,4.7,3.13,65.8,56.0,1227
815,1,0.5,5,2,5,5.13,5.16,3.16,61.4,56.0,1066
818,1,2.1,1,4,3,8.05,8.01,5.19,64.6,58.0,6597
825,1,1.1,5,4,4,6.61,6.63,4.11,62.1,58.0,5361
834,1,0.35,4,3,8,4.51,4.48,2.81,62.5,58.0,906
837,1,1.0,3,5,5,6.28,6.39,4.01,63.3,58.0,5528
838,1,0.8,4,5,6,5.99,5.91,3.69,62.0,61.0,3369
841,1,1.05,5,4,6,6.51,6.54,4.02,61.6,59.0,6981
842,1,0.43,2,6,4,4.8,4.83,3.06,63.6,55.0,669
844,1,1.5,3,6,5,7.43,7.46,4.36,58.6,62.0,10626
847,1,0.41,5,6,5,4.77,4.74,2.98,62.7,57.0,969
848,1,0.62,5,7,5,5.51,5.45,3.41,62.2,55.0,2062
851,1,0.91,3,2,5,6.12,6.07,3.87,63.5,57.0,2852
858,1,1.33,2,7,6,7.02,6.91,4.43,63.6,58.0,11023
862,1,1.32,5,2,5,7.11,7.05,4.37,61.7,56.0,5544
865,1,0.75,2,7,4,5.98,6.07,3.47,57.6,56.0,2933
867,1,1.51,3,1,5,7.29,7.24,4.61,63.5,58.0,6976
872,1,0.35,4,4,8,4.53,4.47,2.81,62.4,56.0,1024
878,1,0.9,2,6,5,6.31,6.18,3.8,60.8,65.0,3625
879,1,0.32,5,6,6,4.37,4.4,2.73,62.3,54.0,702
884,1,0.43,3,5,5,4.83,4.87,2.99,61.6,59.0,792
885,1,0.5,4,3,5,5.02,4.99,3.12,62.3,59.0,1094
886,1,0.51,4,3,7,5.12,5.09,3.19,62.5,58.0,1443
887,1,0.51,4,6,6,5.22,5.2,3.14,60.3,59.0,1781
891,1,0.53,5,5,7,5.32,5.25,3.21,60.7,55.0,1697
892,1,0.76,3,5,4,5.93,6.01,3.49,58.5,62.0,2815
894,1,0.7,4,6,5,5.71,5.69,3.49,61.2,60.0,2444
895,1,0.31,5,6,6,4.36,4.34,2.65,60.9,57.0,872
896,1,0.34,4,3,8,4.47,4.43,2.79,62.7,59.0,880
899,1,1.06,5,3,6,6.63,6.6,4.0,60.5,57.0,5669
901,1,0.91,4,3,6,6.25,6.29,3.74,59.6,60.0,3921
906,1,0.9,2,2,5,6.06,6.13,3.89,63.8,57.0,2823
911,1,2.01,2,4,5,7.99,8.09,4.89,60.8,61.0,18077
918,1,1.11,3,6,5,6.58,6.6,4.11,62.4,57.0,6563
923,1,0.91,3,5,6,6.22,6.18,3.93,63.4,55.0,4434
926,1,1.03,4,7,7,6.62,6.57,3.93,59.6,61.0,6974
929,1,0.42,5,4,5,4.81,4.79,3.02,62.9,54.0,945
931,1,0.7,4,6,7,5.66,5.69,3.55,62.6,59.0,2887
933,1,0.3,2,3,5,4.26,4.2,2.7,63.8,55.0,554
935,1,0.3,3,4,10,4.27,4.3,2.63,61.4,59.0,831
940,1,1.7,4,2,6,7.63,7.57,4.69,61.7,59.0,11062
942,1,0.72,5,1,7,5.84,5.82,3.56,61.1,56.0,2177
944,1,1.51,4,4,6,7.4,7.36,4.48,60.7,60.0,12551
945,1,0.31,5,6,7,4.44,4.39,2.66,60.2,56.0,804
951,1,1.23,4,1,8,6.92,6.86,4.22,61.2,57.0,5768
954,1,0.5,3,2,5,5.07,5.09,3.21,63.2,57.0,1087
955,1,1.19,5,3,6,6.82,6.73,4.21,62.1,59.0,6662
961,1,1.05,3,3,5,6.49,6.42,4.07,63.1,60.0,4692
965,1,1.01,3,7,5,6.49,6.45,3.93,60.7,58.0,5422
968,1,0.55,5,6,7,5.3,5.32,3.25,61.2,54.0,1996
971,1,0.34,3,3,6,4.42,4.46,2.75,61.9,60.0,537
973,1,1.0,5,4,8,6.58,6.54,3.92,59.8,54.0,7885
975,1,0.55,3,6,5,5.31,5.41,3.2,59.7,60.0,1559
977,1,0.3,5,2,8,4.27,4.31,2.68,62.5,54.0,495
979,1,1.13,3,5,8,6.82,6.87,4.08,59.6,59.0,9539
989,1,1.5,1,6,4,6.88,6.79,4.76,69.6,62.0,7560
990,1,1.01,3,7,4,6.4,6.43,3.99,62.2,60.0,4588
991,1,1.55,5,5,4,7.36,7.42,4.61,62.3,55.5,9808
995,1,0.26,5,4,7,4.12,4.16,2.54,61.4,56.0,456
998,1,0.7,4,6,4,5.75,5.7,3.48,60.8,59.0,2463
1002,1,0.8,5,5,5,5.98,6.03,3.61,60.1,60.0,3293
1007,1,1.57,4,5,5,7.72,7.68,4.49,58.3,58.0,13288
1009,1,1.28,4,4,7,7.09,7.01,4.29,60.9,58.0,9505
1012,1,0.5,5,6,5,5.08,5.1,3.13,61.5,57.0,1700
1013,1,0.43,5,4,7,4.85,4.82,3.01,62.3,56.0,1008
1018,1,0.43,4,5,7,4.89,4.93,2.94,59.9,58.0,1056
1019,1,0.26,3,5,9,4.13,4.14,2.53,61.2,60.0,591
1025,1,1.29,5,1,5,6.98,7.01,4.32,61.6,57.0,6327
1032,1,0.34,5,4,6,4.47,4.5,2.76,61.5,55.0,596
1038,1,0.25,5,4,7,4.05,4.08,2.55,62.7,54.0,438
1040,1,0.36,2,3,5,4.53,4.49,2.87,63.6,57.0,665
1043,1,0.51,3,4,8,5.09,5.12,3.21,62.9,57.0,1875
1049,1,0.7,1,4,5,5.86,5.95,3.34,56.6,61.0,2120
1057,1,0.4,3,4,7,4.73,4.77,2.92,61.5,57.0,871
1062,1,0.7,3,3,5,5.65,5.7,3.52,62.0,60.0,2048
1064,1,1.01,3,3,5,6.36,6.39,3.99,62.6,61.0,4622
1065,1,1.58,3,5,4,7.43,7.38,4.68,63.2,57.0,6813
1069,1,0.81,5,2,6,6.03,6.06,3.71,61.4,55.0,3355
1074,1,0.3,5,6,7,4.27,4.3,2.66,62.1,58.0,670
1075,1,1.22,5,4,7,6.93,6.94,4.21,60.7,57.0,9002
1078,1,0.41,5,5,7,4.76,4.73,2.94,62.0,57.0,1076
1081,1,0.71,3,7,5,5.71,5.79,3.59,62.4,54.0,2887
1090,1,0.51,5,7,6,5.16,5.13,3.16,61.4,57.0,1807
1093,1,0.72,4,7,7,5.68,5.65,3.55,62.7,58.0,2900
1094,1,1.28,5,4,10,6.94,6.96,4.31,62.0,55.6,11401
1097,1,1.01,4,5,4,6.35,6.37,3.98,62.6,60.0,4416
1098,1,0.72,5,5,4,5.75,5.68,3.52,61.6,57.0,2074
1099,1,1.2,5,4,6,6.74,6.81,4.24,62.6,57.0,7413
1101,1,2.04,4,1,7,8.11,8.06,5.06,62.6,58.0,14660
1105,1,0.3,5,4,10,4.33,4.36,2.68,61.7,53.0,850
1106,1,1.04,5,7,7,6.65,6.59,3.91,59.1,56.0,8341
1107,1,2.01,4,2,6,8.12,8.06,4.94,61.1,60.0,17592
1112,1,0.37,5,4,6,4.65,4.68,2.82,60.5,56.0,809
1114,1,0.73,1,7,5,5.7,5.65,3.66,64.5,56.0,2539
1119,1,0.56,3,5,5,5.29,5.24,3.33,63.2,56.0,1441
1122,1,0.81,4,4,5,5.87,5.81,3.68,63.0,60.0,2832
1131,1,1.01,4,3,7,6.36,6.32,3.94,62.1,62.0,5826
1138,1,0.71,3,2,7,5.75,5.8,3.53,61.1,57.0,2332
1139,1,2.14,3,7,4,8.31,8.43,5.05,60.3,60.0,18526
1140,1,0.7,2,7,6,5.78,5.87,3.38,58.0,62.0,2749
1141,1,0.31,5,4,10,4.4,4.42,2.7,61.2,55.0,891
1146,1,0.91,4,6,7,6.21,6.13,3.88,62.9,56.0,5228
1150,1,0.51,5,6,8,5.19,5.17,3.14,60.7,58.0,2545
1155,1,0.43,3,6,4,4.83,4.87,3.04,62.7,55.0,716
1158,1,0.42,5,4,9,4.82,4.84,2.95,61.1,56.0,1179
1162,1,1.8,4,7,5,7.88,7.7,4.79,61.2,58.0,12338
1163,1,0.29,3,3,9,4.24,4.27,2.64,62.0,55.0,478
1165,1,1.04,4,4,6,6.62,6.54,3.95,60.0,58.0,6122
1166,1,1.28,5,4,9,6.93,6.96,4.31,62.1,56.0,11147
1169,1,0.73,4,5,4,5.83,5.8,3.57,61.4,58.0,2197
1172,1,1.3,5,4,8,6.96,7.03,4.34,62.0,57.0,11073
1175,1,0.7,3,5,6,5.67,5.75,3.55,62.2,56.0,2325
1176,1,0.9,5,3,8,6.15,6.2,3.83,62.0,57.0,4924
1182,1,0.31,4,4,6,4.38,4.4,2.63,59.9,59.0,544
1183,1,1.52,5,3,4,7.34,7.24,4.54,62.3,56.0,7388
1184,1,1.31,2,4,4,7.03,6.89,4.44,63.8,56.0,4864
1186,1,0.78,1,4,5,5.86,5.79,3.76,64.6,56.0,2359
1188,1,1.68,5,6,4,7.79,7.7,4.68,60.4,55.0,11888
1191,1,0.31,4,7,8,4.39,4.33,2.69,61.7,58.0,988
1193,1,0.5,5,4,8,5.02,5.11,3.15,62.2,56.0,1760
1195,1,1.02,4,3,6,6.5,6.47,3.97,61.2,58.0,5312
1196,1,1.03,5,5,8,6.44,6.49,4.02,62.4,55.6,9290
1198,1,0.76,5,2,7,5.85,5.89,3.61,61.5,57.0,2679
1199,1,0.41,5,6,5,4.8,4.78,2.94,61.4,57.0,904
1201,1,0.92,4,2,5,6.36,6.33,3.73,58.8,59.0,3545
1205,1,2.01,3,2,4,8.01,8.05,4.96,61.8,58.0,13323
1211,1,0.43,5,6,6,4.86,4.79,3.03,62.8,56.0,1048
1215,1,1.16,3,4,9,6.77,6.83,4.13,60.7,56.0,9023
1220,1,0.34,5,6,6,4.49,4.48,2.8,62.4,54.0,956
1223,1,1.04,4,7,4,6.52,6.46,4.0,61.6,58.0,4811
1225,1,0.24,3,6,6,4.02,4.05,2.48,61.5,58.0,419
1227,1,1.12,4,4,8,6.61,6.58,4.13,62.6,59.0,8721
1228,1,0.36,5,7,4,4.56,4.6,2.84,62.0,56.0,537
1231,1,0.54,5,7,6,5.39,5.28,3.2,60.0,56.0,2177
1232,1,0.23,3,7,8,3.94,3.97,2.46,62.2,58.0,530
1235,1,0.53,5,5,6,5.17,5.2,3.23,62.3,55.0,1566
1236,1,1.01,2,4,4,6.35,6.41,3.78,59.2,65.0,4047
1237,1,0.29,5,4,6,4.26,4.29,2.63,61.6,56.0,525
1238,1,0.91,4,4,4,6.24,6.2,3.73,60.1,62.0,3047
1242,1,0.75,3,6,5,5.76,5.79,3.64,63.0,55.0,2753
