,x0,carat,cut,color,clarity,x,y,z,depth,table,price
117,1,0.41,5,6,7,4.82,4.89,2.97,61.2,56.0,1144
118,1,0.43,5,6,8,4.87,4.9,2.97,60.8,57.0,1062
119,1,0.71,2,2,6,5.63,5.56,3.6,64.3,63.0,2270
120,1,0.34,5,5,9,4.53,4.56,2.79,61.4,55.0,906
121,1,0.91,4,5,5,6.23,6.18,3.89,62.7,59.0,3644
122,1,0.5,5,5,4,5.15,5.1,3.12,60.9,57.0,1094
123,1,0.51,5,6,6,5.18,5.13,3.18,61.7,54.0,1781
124,1,0.32,2,7,4,4.33,4.31,2.76,63.9,58.0,612
125,1,0.72,2,4,4,5.74,5.65,3.63,63.7,59.0,2333
126,1,0.9,3,7,4,6.09,6.19,3.86,62.9,56.0,4078
127,1,0.43,2,6,5,4.8,4.83,3.04,63.1,56.0,739
128,1,0.71,4,5,5,5.76,5.72,3.51,61.1,62.0,2317
129,1,2.14,5,2,6,8.22,8.19,5.1,62.2,57.0,13844
130,1,0.73,4,3,5,5.8,5.77,3.6,62.2,57.0,2107
131,1,0.32,2,5,5,4.38,4.4,2.71,61.6,60.1,528
132,1,0.82,4,2,6,5.97,6.03,3.73,62.2,59.0,2692
133,1,0.67,3,5,6,5.7,5.76,3.4,59.4,59.5,2309
134,1,0.71,5,5,7,5.82,5.68,3.57,62.1,55.0,2839
135,1,0.5,5,4,6,5.07,5.12,3.17,62.2,54.1,1601
136,1,0.51,2,6,5,5.05,5.08,3.2,63.2,61.0,1343
137,1,0.4,3,3,5,4.66,4.7,2.93,62.6,57.0,666
138,1,0.33,3,7,5,4.39,4.43,2.77,62.8,56.0,608
139,1,1.21,4,4,6,6.79,6.75,4.21,62.2,60.0,7611
140,1,0.9,4,6,7,6.38,6.3,3.81,60.1,56.0,5242
141,1,0.55,5,2,5,5.28,5.33,3.25,61.2,55.0,1320
142,1,0.71,2,3,5,5.8,5.83,3.4,58.4,62.1,2282
143,1,0.32,4,4,4,4.36,4.42,2.68,61.0,59.0,421
144,1,1.39,4,3,5,7.15,7.08,4.46,62.7,58.0,7986
145,1,0.36,4,6,7,4.67,4.64,2.81,60.4,58.0,1094
146,1,0.32,2,6,7,4.42,4.44,2.67,60.3,64.0,756
147,1,0.63,3,6,5,5.48,5.51,3.36,61.0,57.6,1952
148,1,0.5,4,4,4,5.1,5.03,3.14,62.0,59.0,1031
149,1,1.25,5,3,7,6.89,6.92,4.29,62.1,57.0,8365
150,1,0.51,5,6,4,5.14,5.12,3.23,63.0,56.0,1170
151,1,1.13,5,6,4,6.7,6.66,4.16,62.2,56.0,5457
152,1,0.57,5,2,7,5.37,5.41,3.29,61.0,56.0,1665
153,1,0.39,5,5,7,4.75,4.68,2.87,60.9,56.0,956
154,1,1.99,2,1,6,7.91,8.06,4.99,62.9,61.0,13338
155,1,0.42,5,2,10,4.83,4.86,2.99,61.7,55.0,961
156,1,1.13,4,3,6,6.61,6.66,4.14,62.4,58.0,5779
157,1,0.32,5,3,6,4.36,4.38,2.72,62.2,57.0,505
158,1,0.76,4,7,7,5.95,5.89,3.59,60.6,58.0,3894
159,1,0.25,4,4,4,5.33,5.28,3.12,59.0,60.0,1186
160,1,1.5,4,5,4,7.36,7.3,4.46,60.8,59.0,9408
161,1,0.42,5,4,9,4.78,4.82,2.94,61.2,57.0,1179
162,1,0.5,2,5,5,5.02,4.99,3.19,63.7,61.0,1125
163,1,0.33,5,5,9,4.4,4.42,2.75,62.4,55.0,955
164,1,0.4,5,6,4,4.76,4.78,2.91,61.0,58.0,629
165,1,0.54,4,4,7,5.28,5.23,3.21,61.1,60.0,1760
166,1,0.5,5,3,5,5.09,5.12,3.16,62.0,56.0,1178
167,1,1.38,3,5,10,7.32,7.39,4.28,58.2,60.0,17598
168,1,2.01,1,3,6,7.82,7.92,5.2,66.1,53.0,15888
169,1,0.4,3,5,10,4.68,4.7,2.95,62.9,55.0,1261
170,1,0.35,5,7,4,4.55,4.52,2.82,62.2,56.0,669
171,1,1.03,2,7,4,6.36,6.3,4.04,63.8,54.0,3607
172,1,1.6,4,4,9,7.48,7.58,4.63,61.5,58.0,17204
173,1,2.0,4,2,6,8.07,8.02,4.88,60.7,60.0,16694
174,1,1.01,4,1,4,6.38,6.34,3.94,61.9,59.0,3658
175,1,0.4,5,2,9,4.7,4.73,2.97,63.0,55.0,790
176,1,2.34,5,3,3,8.51,8.44,5.29,62.4,55.0,11221
177,1,1.05,5,5,9,6.57,6.53,4.04,61.6,55.0,10872
178,1,0.42,5,4,6,4.8,4.83,3.0,62.2,54.1,907
179,1,0.3,2,3,5,4.27,4.24,2.72,63.9,55.0,540
180,1,1.04,5,7,10,6.52,6.49,4.02,61.8,57.0,14626
181,1,0.3,2,4,8,4.26,4.24,2.71,63.8,57.0,878
182,1,2.01,2,6,4,8.09,8.17,4.88,60.0,64.0,16582
183,1,0.33,5,3,10,4.47,4.49,2.75,61.4,54.0,838
184,1,1.01,4,5,7,6.37,6.42,4.0,62.5,58.0,7465
185,1,2.02,5,3,5,8.07,8.1,5.05,62.5,54.0,17245
186,1,2.48,4,2,6,8.83,8.76,5.29,60.1,58.0,16820
187,1,1.27,4,4,4,6.93,6.88,4.32,62.4,56.0,4353
188,1,1.03,5,4,8,6.51,6.48,4.0,61.6,57.0,8020
189,1,1.11,4,5,6,6.68,6.63,4.08,61.3,56.0,7179
190,1,1.04,5,5,8,6.51,6.53,4.02,61.7,55.0,9218
191,1,0.32,4,2,10,4.39,4.37,2.71,61.9,59.0,864
192,1,1.01,2,6,5,6.31,6.34,4.07,64.3,59.0,4766
193,1,0.4,3,5,7,4.75,4.78,2.9,60.9,61.0,851
194,1,0.4,5,6,9,4.73,4.7,2.95,62.6,56.0,1397
195,1,1.52,4,1,7,7.31,7.36,4.58,62.4,59.0,8110
196,1,0.35,3,6,5,4.52,4.57,2.76,60.7,59.0,614
197,1,0.4,4,7,7,4.81,4.78,2.92,60.9,58.0,1200
198,1,1.17,3,7,7,6.79,6.86,4.13,60.5,57.0,10681
199,1,1.21,4,6,4,6.83,6.78,4.2,61.7,59.0,5920
200,1,0.7,2,2,5,5.63,5.59,3.57,63.6,61.0,2142
201,1,1.7,2,3,4,7.51,7.56,4.79,63.6,56.0,8115
202,1,0.7,5,2,5,5.66,5.69,3.55,62.6,56.0,2187
203,1,0.75,5,1,6,5.87,5.9,3.62,61.5,54.0,2001
204,1,0.35,5,7,5,4.55,4.54,2.8,61.6,57.0,827
205,1,0.33,4,6,8,4.44,4.47,2.73,61.3,59.0,741
206,1,1.19,3,6,5,6.9,6.97,4.02,58.0,63.0,5956
207,1,1.21,3,6,5,6.78,6.76,4.21,62.2,60.0,7703
208,1,0.31,3,4,5,4.34,4.38,2.7,61.9,56.0,462
209,1,0.74,5,5,7,5.81,5.78,3.6,62.0,57.0,3593
210,1,0.33,5,6,6,4.45,4.47,2.75,61.7,55.0,792
211,1,1.5,2,7,4,7.35,7.26,4.46,61.1,64.0,7862
212,1,0.5,3,6,5,5.06,5.09,3.12,61.5,62.0,1316
213,1,0.51,4,4,4,5.12,5.09,3.19,62.5,56.0,1026
214,1,0.58,5,5,4,5.32,5.35,3.31,62.0,57.0,1239
215,1,0.94,4,5,4,6.27,6.23,3.89,62.2,59.0,4230
216,1,1.13,5,3,3,6.65,6.69,4.15,62.2,55.0,3678
217,1,0.9,2,5,6,6.07,6.09,3.91,64.3,57.0,4617
218,1,0.51,5,3,6,5.14,5.16,3.16,61.3,57.0,1385
219,1,0.52,3,4,4,5.11,5.06,3.22,63.3,58.0,1073
220,1,1.28,4,6,7,7.03,6.98,4.26,60.8,60.0,12100
221,1,0.51,1,6,5,5.07,5.02,3.27,64.8,58.0,1237
222,1,2.51,1,3,4,8.44,8.5,5.48,64.7,57.0,18308
223,1,1.11,2,1,5,6.57,6.48,4.15,63.6,58.0,3916
224,1,1.14,3,5,4,6.62,6.64,4.17,62.9,59.0,4652
225,1,0.35,5,6,7,4.56,4.58,2.79,61.1,55.0,773
226,1,0.31,5,7,7,4.35,4.36,2.7,62.0,54.0,683
227,1,0.35,5,2,10,4.55,4.57,2.81,61.8,53.0,808
228,1,0.41,3,6,4,4.72,4.68,2.97,63.2,58.0,818
229,1,0.78,4,2,6,5.89,5.82,3.68,62.7,58.0,2646
230,1,0.23,3,7,7,3.9,3.93,2.42,61.8,57.0,357
231,1,1.2,5,2,5,6.87,6.97,4.17,60.3,56.0,5763
232,1,1.56,2,1,6,7.6,7.62,4.38,57.6,65.0,6966
233,1,0.31,5,4,7,4.39,4.43,2.69,61.0,55.0,625
234,1,0.4,4,4,10,4.73,4.77,2.89,60.8,58.0,1333
235,1,1.16,5,6,4,6.73,6.69,4.21,62.7,56.0,5093
236,1,1.02,5,5,10,6.44,6.49,4.01,62.0,58.0,11116
237,1,1.51,5,5,5,7.39,7.35,4.53,61.5,55.0,12152
238,1,1.51,3,5,6,7.35,7.26,4.52,61.9,63.0,13945
239,1,1.02,4,4,5,6.48,6.44,3.94,61.0,59.0,4718
240,1,0.57,4,3,7,5.33,5.3,3.28,61.7,58.0,1613
241,1,1.54,3,5,7,7.34,7.3,4.63,63.3,58.0,16082
242,1,1.01,2,6,5,6.37,6.31,4.05,63.9,56.0,5724
243,1,0.71,3,3,8,5.64,5.72,3.58,63.0,58.0,2709
244,1,0.35,5,6,6,4.52,4.53,2.81,62.1,56.0,767
245,1,0.71,3,4,7,5.67,5.64,3.58,63.3,56.0,2494
246,1,0.56,4,5,9,5.41,5.3,3.27,61.1,56.0,2218
247,1,0.55,5,5,6,5.29,5.24,3.25,61.7,57.0,1819
248,1,0.31,5,7,5,4.38,4.4,2.7,61.5,55.0,692
249,1,0.4,5,6,6,4.73,4.72,2.97,62.9,55.0,975
250,1,1.5,5,5,7,7.34,7.3,4.56,62.3,56.0,15851
251,1,0.3,5,6,6,4.29,4.33,2.64,61.3,57.0,658
252,1,0.76,5,2,5,5.86,5.92,3.63,61.6,54.0,2399
253,1,0.81,4,5,5,6.03,6.0,3.68,61.2,56.0,2926
254,1,0.33,3,4,7,4.42,4.51,2.75,61.6,57.0,621
255,1,1.37,4,3,7,7.12,7.07,4.46,62.9,58.0,8669
256,1,0.32,3,5,7,4.41,4.44,2.71,61.3,55.0,696
257,1,0.36,5,7,6,4.57,4.55,2.81,61.6,56.0,1094
258,1,1.08,3,6,4,6.44,6.53,4.08,62.9,59.0,5018
259,1,0.3,4,4,6,4.28,4.33,2.65,61.6,60.0,526
260,1,0.36,4,4,10,4.6,4.55,2.79,61.0,59.0,1148
261,1,1.01,3,5,10,6.47,6.56,3.88,59.6,62.0,9965
262,1,0.51,2,4,5,5.08,5.03,3.19,63.1,64.0,1107
263,1,2.02,3,2,4,8.12,8.06,5.01,61.9,60.0,14715
264,1,0.32,5,4,4,4.4,4.43,2.72,61.6,56.0,459
265,1,0.42,4,7,8,4.9,4.96,2.94,59.6,59.0,1132
266,1,1.53,4,2,4,7.35,7.37,4.57,62.1,59.0,7539
267,1,0.34,4,7,8,4.55,4.53,2.73,60.1,58.0,1052
268,1,0.5,3,4,7,5.09,5.14,3.12,61.0,59.0,1624
269,1,1.0,1,5,6,5.98,5.95,4.08,68.3,58.0,4312
270,1,0.24,3,5,6,3.98,4.0,2.49,62.4,58.0,419
271,1,0.32,4,4,6,4.42,4.41,2.67,60.5,58.0,720
272,1,1.01,3,7,7,6.38,6.33,4.01,63.1,56.0,7785
273,1,0.49,4,5,6,5.21,5.16,3.07,59.2,57.0,1261
274,1,0.5,3,6,7,5.19,5.22,3.07,59.0,60.0,1806
275,1,0.23,4,6,8,3.99,3.96,2.42,60.9,60.0,680
276,1,0.77,5,7,7,5.83,5.89,3.65,62.3,56.0,4407
277,1,0.31,5,1,7,4.35,4.38,2.71,62.1,55.0,424
278,1,1.01,4,5,10,6.5,6.35,4.0,62.3,57.0,9627
279,1,0.76,3,2,6,5.79,5.83,3.68,63.3,57.0,2551
280,1,1.02,3,1,4,6.39,6.42,4.01,62.6,60.0,3534
281,1,1.5,3,7,4,7.17,7.23,4.61,64.0,56.0,10730
282,1,1.12,3,2,6,6.58,6.65,4.23,63.9,52.0,4914
283,1,0.8,2,5,7,6.03,6.04,3.56,59.0,60.9,3477
284,1,0.31,3,4,7,4.32,4.36,2.7,62.2,56.0,625
285,1,0.32,5,7,6,4.38,4.4,2.73,62.2,56.0,758
286,1,0.3,5,7,5,4.29,4.33,2.68,62.2,55.0,552
287,1,1.27,5,5,4,6.9,6.95,4.3,62.0,55.0,5308
288,1,0.41,5,4,10,4.74,4.78,2.97,62.4,54.0,1367
289,1,0.3,5,4,7,4.26,4.24,2.67,62.8,57.0,776
290,1,2.2,4,3,4,8.33,8.27,5.2,62.7,58.0,17634
291,1,0.32,3,4,7,4.39,4.42,2.7,61.3,62.0,645
292,1,0.38,5,2,9,4.64,4.66,2.9,62.4,54.8,800
293,1,0.71,2,6,5,5.85,5.93,3.44,58.4,61.0,2573
294,1,0.61,5,6,9,5.5,5.55,3.31,59.9,61.0,3212
295,1,1.26,5,4,5,6.94,6.99,4.27,61.3,57.0,7230
296,1,1.0,3,4,8,6.21,6.28,4.05,64.9,57.0,6818
297,1,1.07,3,4,4,6.52,6.46,4.12,63.5,59.0,3655
298,1,0.51,3,6,5,5.08,5.05,3.2,63.2,61.0,1443
299,1,0.95,2,2,4,6.13,6.23,3.94,63.8,57.0,2956
300,1,0.53,4,3,7,5.34,5.27,3.21,60.5,57.0,1607
301,1,0.9,4,1,5,6.26,6.22,3.8,60.9,61.0,2873
302,1,0.33,5,3,8,4.46,4.44,2.77,62.2,54.0,854
303,1,0.7,4,6,4,5.76,5.73,3.48,60.6,59.0,2307
304,1,2.0,3,2,4,7.85,7.97,5.04,63.7,61.0,12221
305,1,0.58,5,3,5,5.47,5.43,3.28,60.2,57.0,1421
306,1,0.31,5,4,10,4.39,4.36,2.71,61.9,56.0,988
307,1,0.33,3,6,5,4.43,4.47,2.7,60.7,57.0,579
308,1,0.52,4,4,5,5.23,5.18,3.1,59.6,62.0,1338
309,1,1.5,2,2,6,7.08,7.19,4.52,63.3,62.0,8555
310,1,0.32,5,7,6,4.44,4.41,2.74,61.9,55.0,972
311,1,0.4,4,5,7,4.67,4.69,2.92,62.4,59.0,982
312,1,0.43,5,5,4,4.88,4.91,2.97,60.7,57.0,742
313,1,0.9,3,7,5,6.13,6.1,3.73,61.0,63.0,4304
314,1,0.39,3,4,6,4.67,4.7,2.83,60.4,61.0,787
315,1,1.5,4,7,4,7.37,7.27,4.43,60.5,59.0,10206
316,1,0.74,3,7,4,5.69,5.79,3.62,63.1,58.0,2713
317,1,1.2,4,3,6,6.82,6.88,4.15,60.6,58.0,6547
318,1,1.55,5,5,5,7.45,7.49,4.58,61.3,56.0,11011
319,1,0.3,5,7,5,4.3,4.25,2.66,62.2,56.0,709
320,1,1.2,5,3,5,6.78,6.82,4.21,61.9,56.0,6578
321,1,1.04,3,3,6,6.55,6.59,3.97,60.4,56.0,5738
322,1,0.33,5,5,10,4.44,4.47,2.74,61.5,55.0,1042
323,1,0.91,3,7,5,6.14,6.1,3.86,63.1,59.0,4586
324,1,0.52,5,6,8,5.16,5.19,3.2,61.8,56.0,2301
325,1,2.05,5,1,7,8.16,8.13,5.0,61.4,59.0,16793
326,1,0.9,2,5,5,6.07,6.12,3.88,63.6,59.0,3950
327,1,2.09,4,3,5,8.32,8.25,5.01,60.5,61.0,12063
328,1,0.3,5,4,10,4.32,4.34,2.7,62.4,55.0,863
329,1,1.34,5,4,6,7.05,7.1,4.38,61.9,56.0,9233
330,1,0.57,5,6,6,5.4,5.35,3.25,60.4,57.0,1949
331,1,1.08,5,5,6,6.6,6.56,4.1,62.3,54.0,7917
332,1,1.55,5,4,6,7.44,7.49,4.6,61.6,56.0,14106
333,1,0.31,5,7,8,4.38,4.34,2.69,61.6,56.0,982
334,1,0.77,4,5,7,5.91,5.88,3.59,60.9,60.0,2859
335,1,0.59,5,7,5,5.43,5.38,3.31,61.2,56.0,1821
336,1,0.31,3,6,5,4.33,4.31,2.74,63.4,55.0,698
337,1,0.71,2,5,5,5.65,5.62,3.59,63.7,58.0,2308
338,1,1.02,4,1,6,6.57,6.53,3.86,58.9,60.0,3651
339,1,1.0,1,3,5,6.26,6.21,4.08,65.5,57.0,3511
340,1,1.0,1,3,5,6.26,6.21,4.08,65.5,57.0,3511
341,1,1.6,5,5,4,7.46,7.41,4.69,62.8,56.0,7616
342,1,0.78,5,4,5,5.88,5.84,3.68,62.8,56.0,2583
343,1,0.72,3,3,6,5.74,5.77,3.55,60.8,59.0,2550
344,1,0.52,5,7,7,5.17,5.21,3.16,60.9,56.0,1707
345,1,0.54,5,3,5,5.28,5.32,3.21,60.6,57.0,1291
346,1,0.84,1,5,6,5.83,5.87,3.81,65.0,57.2,3172
347,1,2.18,4,4,4,8.24,8.29,5.12,61.9,60.0,17841
348,1,1.12,4,7,8,6.87,6.77,4.08,59.8,58.0,12152
349,1,0.54,5,5,6,5.29,5.24,3.23,61.3,57.0,2333
350,1,0.4,4,4,10,4.85,4.79,2.88,59.8,58.0,1397
351,1,0.42,5,2,9,4.77,4.8,2.99,62.5,57.0,884
352,1,1.23,5,4,8,6.93,6.95,4.23,61.0,55.0,9525
353,1,0.91,3,7,4,6.26,6.31,3.82,60.8,58.0,3910
354,1,1.12,4,3,5,6.59,6.65,4.12,62.2,60.0,5266
355,1,0.3,5,4,7,4.31,4.33,2.67,61.8,55.0,605
356,1,0.9,3,7,5,6.12,6.18,3.86,62.8,59.0,4466
357,1,1.23,2,1,4,6.74,6.82,4.29,63.2,57.5,4992
358,1,0.44,4,5,8,4.85,4.89,3.0,61.6,58.0,1196
359,1,0.3,4,3,8,4.37,4.34,2.65,60.8,58.0,776
360,1,0.9,5,5,5,6.25,6.2,3.83,61.5,56.0,4284
361,1,0.4,3,7,6,4.66,4.67,2.91,62.4,60.0,845
362,1,1.0,2,5,5,6.28,6.22,3.99,63.8,58.0,4586
363,1,1.76,3,3,5,7.69,7.59,4.82,63.1,59.0,12288
364,1,0.29,3,5,7,4.33,4.36,2.57,59.1,60.0,504
365,1,1.1,4,6,5,6.68,6.65,4.05,60.0,58.0,4472
366,1,1.5,5,2,3,7.36,7.39,4.52,61.3,57.0,5593
367,1,0.56,5,6,6,5.34,5.29,3.29,61.9,55.0,1915
368,1,0.54,4,3,7,5.25,5.22,3.21,61.3,58.0,1637
369,1,0.9,2,5,7,6.03,6.07,3.83,63.3,59.0,4508
370,1,1.67,4,2,7,7.69,7.6,4.67,61.1,58.0,11400
371,1,1.11,5,7,4,6.66,6.62,4.12,62.2,57.0,5501
372,1,1.39,5,1,6,7.26,7.24,4.37,60.3,57.0,6366
373,1,0.52,3,4,6,5.09,5.13,3.22,63.0,56.0,1369
374,1,0.71,5,7,6,5.76,5.78,3.53,61.2,56.0,3135
375,1,0.27,3,5,8,4.15,4.2,2.56,61.3,62.0,552
376,1,0.3,5,7,6,4.28,4.31,2.67,62.2,54.0,710
377,1,0.24,3,6,8,3.96,4.01,2.49,62.5,58.0,485
378,1,0.3,5,2,7,4.28,4.31,2.64,61.5,58.0,454
