id,breed
cedaa14045b1bea7a383f5bdf588db89,appenzeller
cedcd40ba220aafc622ebc603c2cdf25,tibetan_mastiff
cede92d889f449e6bb5ad7fe10e5f887,lhasa
cef7b5d4e9d1d08d16611fbe6ca26440,toy_terrier
cf006bb3f31c015f513071e9067f8ee0,japanese_spaniel
cf01fdc8b8deede04eb88f0aee27b2bf,great_dane
cf0973fa8d11be069b23769e781daf9d,vizsla
cf0b75d1f10ab79d91069820c99dc4fa,appenzeller
cf16389be0d418812e47ae7694b441b4,newfoundland
cf1b216674bc2d431405ef57d01e6a3e,dandie_dinmont
cf269794a592d3b6ab3a52d59830d763,afghan_hound
cf27299362ada8a5e99e4368c9f8de35,cairn
cf2851761c1af3015e67d12681c40f11,siberian_husky
cf2ab1c0c1009cceb951ca7d74bf13ca,greater_swiss_mountain_dog
cf2eae68033af7a625dcb3a2565482f2,cairn
cf3697f8f3ee67b50cedaa63904ab5e8,newfoundland
cf3b0064d1834e9184645d870021f148,cardigan
cf44ff5245f6b6c1ea2ad82930bfb237,affenpinscher
cf67eaba9efa7e9af92f8b0356ba02d1,entlebucher
cf6e0ec97666cf8ddc3de90f1273ff4d,affenpinscher
cf82709a00a4f2168555b8f77c0d815d,borzoi
cf835d1c4bc696f14bc631156c9a770f,pug
cf853fd31d054b54395a43469d1f49a8,italian_greyhound
cf8646d1cee707152f2590d8a7c2c82f,miniature_pinscher
cf8c9065ce9fe68a218371634529babc,chesapeake_bay_retriever
cf954483c0d2e3004083144ffc432092,basenji
cf9628b5959c97e2be6a63e1e4335c24,black-and-tan_coonhound
cf98d353326b72966fe9e738b344b3cc,german_short-haired_pointer
cf9a778a10670a978a44a7cdfb9dd12a,soft-coated_wheaten_terrier
cfa922cad858484df5a928fe0db40b61,standard_schnauzer
cfaf6ea651f31e1ab10d384b84cebff1,great_pyrenees
cfb1ca7dc6db8a6d3e0cd15b4a7be229,afghan_hound
cfb25532ce2c35cebd553938f261e666,american_staffordshire_terrier
cfb2e02aafbed417593e849cbf9c30fd,irish_wolfhound
cfb9775c071c3c447d1e7f132bc5b48e,briard
cfbca2f86b0f5cac31ed9b41d9482661,dhole
cfc1665abbfdf9262f6d452769db5acc,sussex_spaniel
cfc4f71ed016e4104dca21bac935047d,keeshond
cfcab9b961c4dca7804e7159d8bd3d60,miniature_poodle
cfcc1612346870da991980196d34e106,tibetan_terrier
cfcc3d9c2e589b87e90a06a3857f955c,brabancon_griffon
cfd115aa91d1b341574869fd5b9a1afd,appenzeller
cfd1cdada50aee75c59957bb8ac00183,toy_terrier
cfd768af4ad2872016ec398f91153fbd,dingo
cff9465a6b201d7ba4d83ef0ebab8147,welsh_springer_spaniel
cffca67e3dd2a1254c356c55bc84c322,groenendael
d003186c0ba9adb9fd4407a2f1eb9510,komondor
d00642800e4ca6d84887a93e3430ae21,chow
d00a08d162750e970a53c096f0e5c63a,tibetan_mastiff
d015ddbcda957741a34c705200094e5e,border_collie
d019f029b4480dfcd04b0fb07249a9aa,toy_terrier
d020d0461312aa24bb8eb462701a1088,lhasa
d02aace37d23ed5e1bc81621bd1a6014,irish_terrier
d02db74d4d275327c1d470372fdce80e,cardigan
d03cc5012ecadd760e8e119e10ac98e1,brittany_spaniel
d03d4df9ecba147112407209140e0f78,bernese_mountain_dog
d0424ce62287e709fcad3cd5bf978378,chihuahua
d0441db03224b15c47422e6bdf351a52,cairn
d04b64a9c43afe278479d36e0f196bc1,irish_water_spaniel
d05051d644e85bde41fb021d0ed17a63,leonberg
d05a666072e8d8734124a31e727f23da,otterhound
d060e6fe84298ef6a37e3a0b9775c0c9,walker_hound
d06dfe63b8aa87927542f830cd7c5879,pekinese
d07c7895817c3baa1ac25753d63dfc53,english_springer
d09d661f984be8af06debd9ad7e4ec6c,briard
d0a1c46e655213d0e856f51715a5248a,bouvier_des_flandres
d0a79a274e32f238ee0a14781fab1f60,cairn
d0a8d73306d4ff25856bfd8a62748979,shetland_sheepdog
d0abd5df53b9a41a506ea217a70a961a,boston_bull
d0c3c1622518b8d9d26b4c71a43b3a85,norwich_terrier
d0e2d316e8e1a6d951340d0894b9f26e,english_setter
d0ea05a2828daf94ed74664b0081d026,black-and-tan_coonhound
d0f6c63bf17f25be16f2671c0ac7b7b6,schipperke
d10569ff8fb93c2ad2636f2e1e7e9d72,redbone
d10f9ba331c5f66331a449463c06cd87,italian_greyhound
d110e189aff527674e08285e7ff86508,keeshond
d1158535e2b0ee1db603ce2b12411f9f,bouvier_des_flandres
d11ef31e3d37fd218db0fcc76e416241,labrador_retriever
d120834472b4ef2520e5860b0f3b0500,african_hunting_dog
d13131f5b2771e917e58fd49cb710cad,bouvier_des_flandres
d132a0af92ff56fe35d1811b8eae95f0,leonberg
d1337daa2bbfbfab34a937f0ff1cedec,malamute
d146d9004a5895ed0efd91636c751d74,otterhound
d146f0cc0ce9bc0cb3514618affbd028,entlebucher
d153a102953bac7ee4dca7b2919111ee,irish_setter
d155359376470f2e707ac73e636eb5b2,keeshond
d15663dbbbcbde9517ae67284c664897,japanese_spaniel
d15c761ba986dc194be3170ded786d3b,brabancon_griffon
d1676f45ee40b1c585ddc56b2a63c402,lakeland_terrier
d1718b1895cc6a7e9ed92087d87f29b2,standard_poodle
d187dac89d006d0fad4aa697dc49e3d7,bull_mastiff
d19209b37780178ee6b51afdf2536583,pug
d194f1de2eb1f5037481388b04452b6b,toy_poodle
d198549ea46f9f624b71fcffbcbe8e31,german_short-haired_pointer
d198ac3fcba64d6a3996f42cc13b6465,beagle
d19bfb2a55eaa24aa45dafe1d04b7eb1,ibizan_hound
d19c2c775d85c2f50e1519ce67d5a5d7,saluki
d1b1bb6de02d5b193e61e018cda53e47,italian_greyhound
d1d430da93a267cec3abd75d99d91fc4,german_shepherd
d1d46e8cce0706c19b41bc88b18139ae,kelpie
d1e3d07958a55a2818cffbd52bc090ca,american_staffordshire_terrier
d1f38890c027d2cb93d2207446e83b10,weimaraner
d1f7ce7e656abd32521c790c04f768d1,lhasa
d1f946eb5c6aa8da5be6f74bf98c4ea3,borzoi
d1f9538eeb43a97a6299b56f44dfb503,staffordshire_bullterrier
d20381f965804795464f2e1d77dabcd1,brittany_spaniel
d20e2c1d02d16b00f9859e4c7e4d954d,american_staffordshire_terrier
d2148e7b0ddc6d8eb6f5a4794e74c1dd,dingo
d216b973bd75fdf96a9566e159f5f286,australian_terrier
d2181ad8aa2f5fe3f6ef63b0bae7cc52,kerry_blue_terrier
d21c01d3de8cc6d3c6dd3efaba226412,australian_terrier
d222748a1eea1d4fd0dc0c7e95c7a312,german_short-haired_pointer
d22fd89f9ec70da2f38fc495812e9324,otterhound
d2358aef08b791249aab787b25c6bee2,yorkshire_terrier
d23a9459022b02140e847eea64e05440,english_springer
d23b5a08ba6eee9c78379bbe7ed4d64e,kerry_blue_terrier
d2463d0b1c60260ad616be9cc1367493,rottweiler
d24723e50b59d53ef53aeb0189c2a73c,walker_hound
d247349a06da617a7d7c54281121cebe,dandie_dinmont
d247fcdc9fe99f9d151e32fbd0df6d73,cardigan
d248481e21f44ffe66f969af4206b45d,toy_terrier
d25477a0de377042bccdd6d3dd4c15d0,border_collie
d25a5f80d6980ae97d2941913fc1ddd6,sussex_spaniel
d26227912cf7189f6974908b19e0445f,mexican_hairless
d265584fd8255cf0ffb477cdfddd32f9,standard_poodle
d26797ba2b145963df704ac647e06564,dandie_dinmont
d26c44803bcb77cc1d4d4d5c1565a561,komondor
d26ebabd606703ea526163568193fb4d,soft-coated_wheaten_terrier
d273dff1609509570c7c9bf78dd3cd82,german_short-haired_pointer
d2740bec1cf993472115c0d40ce6c759,standard_schnauzer
d2792a2d53ef85403311ba8210cc4903,miniature_poodle
d27ba79a407c9cf9aeefb026fc965e12,dandie_dinmont
d2800b5baf5bf85e6adda6f776d8829a,walker_hound
d286e40e002940218197b5251d47e96f,irish_terrier
d28daf5f2461b81183cfd3dc489e0524,dhole
d299001b203489dc596f75dd865ab24e,labrador_retriever
d29b0c5038e14572446722d1aacf5200,weimaraner
d2a7bd18d1cf5d798648f2a51fab39da,toy_poodle
d2b547e36b74750fec91ea6e086802eb,miniature_schnauzer
d2b6a8effca9bffbc4194e752cc37cbb,cocker_spaniel
d2cd0fbf8d10eee50d53e8147000015d,briard
d2e331df7b048de77bd85ca69288c568,shih-tzu
d2e61a4e7c51fc88d45245f096df1745,brittany_spaniel
d2fa72633103a5c503b4365563bfd3a9,pug
d2fb39916010a712b342631075981c23,german_short-haired_pointer
d30bd9a646de2550045bdba1c2f96c0c,bedlington_terrier
d30c9f0e2f1a37fd9e44dfd4d35934d6,saint_bernard
d3165e9b6451bd8ed6c1377994c81451,saint_bernard
d31fe375dbfb1591ac809415b81495b1,sussex_spaniel
d327e8ca5085a224a03dfcf4a6e984d7,bluetick
d33a9df2a23a1ff3ef29ac6694cc7e79,appenzeller
d34ca643d6c19c9943b40af456e62cd3,scottish_deerhound
d34fba7b6362358f5bd02827ce6389e8,samoyed
d35eee4b5a67847371ffc082a25e2f03,whippet
d36c9b5e0bc2aa4c68a3f80892244af5,curly-coated_retriever
d3706963ae5c533b509872a98542a930,rhodesian_ridgeback
d3781e17b2296322306eda8141f6de86,newfoundland
d37b46b07275ff05d76b127f046c433e,malamute
d37b5544840f1aa6a63de67f18043829,tibetan_terrier
d37e94590bdeb885b76c81518c8f6ea9,papillon
d3991dae442c0ff13cb18004a85ebfb5,borzoi
d39daa01c97c879a2cc7e842519c4b37,borzoi
d39ece223b9f8681bc23853cfc6412bc,airedale
d3a8cdfa1c884e4a2557ca711bcfcfe2,flat-coated_retriever
d3ab6b3d328b2cd91bed99aee99fa6ed,kuvasz
d3b93c2ca76232e541a73083f6f04332,redbone
d3c5a926ccc8dcbdc1a584a7acdecb61,airedale
d3c6e03d7b80ee6c253b1f3b0ac7c74c,siberian_husky
d3ca4542578659abdb8a112baac00e99,komondor
d3cb2264c98b79ae0d65c84f84c4f85d,komondor
d3ccd246d07f2714cfbb28bd0e44ae30,airedale
d3d6ad637b0cc2e5830c435b8cad6f2e,lhasa
d3db2b7203e86288b3222d137c45f679,staffordshire_bullterrier
d3efb07d4a0dc2d9d1824ca79964a222,golden_retriever
d3f3306d5a62c333895fa98edfd9a028,boxer
d40130f4125a8058c4092f1a1e62426c,german_short-haired_pointer
d404d11cf948b5683e066ec50477887f,basset
d40d6d4e0f03bf31449179b106ac009d,norwegian_elkhound
d41481d28f1972447339510abcb6ef62,shih-tzu
d414d4fc978a4129a6230b03c99333f3,old_english_sheepdog
d424c291a9c749ad09769d4f721bb54b,standard_poodle
d425e6d733d2384385d00606307742b5,english_foxhound
d4282be98a29612cbe5b01173e99f704,giant_schnauzer
d42994838dea65d1516398fe86ff80be,otterhound
d4327728d89413c88bcea2b1b5efb706,bouvier_des_flandres
d4345a369e8853520659f0dfca8b92d3,miniature_schnauzer
d43b3de6be56e23c4894453f12a8179b,toy_terrier
d43cfcfe55d2b37ec37e1ad1e679a059,rhodesian_ridgeback
d43d6256b3af171cda8b432de000afb0,collie
d4430442fe5cda78d7e482714f7e5ca4,bluetick
d446ebae35501cfb48832e81db2e49d9,papillon
d44a665b4936c6de124c864feb339f53,shih-tzu
d4560db788eb0eff61623d3f5e2b58cb,briard
d459a1fe285bc112bfe00615390e2632,scotch_terrier
d4602ae68c721a6c7a0839b7f1f69af7,borzoi
d4673be6357164335165192fab6d97e7,curly-coated_retriever
d468a3e96a0a7249a32e614ab7a4d8fa,wire-haired_fox_terrier
d476405a5ee545d4acc5d6840d7b2054,malamute
d47ae5d9f7c17055130be743362f4bfd,irish_water_spaniel
d47fb5b7a8097959d87cffa7affad58c,german_shepherd
d47fcfb7f8b4de12cb78b54eb1c62dcb,scottish_deerhound
d480f8d24f1479f7669c5def4e3af118,irish_water_spaniel
d48181ff46af9773a0b91dcc67bf701f,saluki
d482fb5576279496d6f8d72bf6b93d9f,scottish_deerhound
d485c0dcb6754606694968b8b8957f59,mexican_hairless
d48a8aa150e8ec0f97868af26bcc0a93,scottish_deerhound
d48ea539bfde72872b5deda0f543030e,bernese_mountain_dog
d49881b37b1528c52dc418d03d81823f,norwich_terrier
d4a1b393012e3aef048be05d784c5158,golden_retriever
d4a4869618c541244f4018aaac00a0b6,great_dane
d4a4c720a052e2004879b0177473d53a,basenji
d4c244952ac15e6cceebdd7214e31167,australian_terrier
d4c2dfd1b7aa5af65cd89481fa150ad5,brittany_spaniel
d4c40837d07aca3085024b7c160d755b,shih-tzu
d4c7ab7811b534b7038fadf986d45395,brittany_spaniel
d4cc7be2d2a5a82d840c5d0d6438dab4,irish_wolfhound
d4d90d481dbbff9729349b3e270a1d37,samoyed
d4dbe4468560bb227aac6627237ab9ec,bedlington_terrier
d4e186bdca24be150fa257283f5fa5fb,tibetan_terrier
d4f4484540f2edfea1df2c36b536ba48,dingo
d4f88679b7b7600db5922139d3038d9b,collie
d5098803fe8e8ae632cc11df0ec4f399,standard_poodle
d50ae93eb9d8d56d3b52cf83e991839d,brittany_spaniel
d51343763fcca542f1bdc24a1faac202,eskimo_dog
d515076900624c15de25a9b5e45c2ee7,briard
d5264d9c70065f4f32ce88bfa519d2c3,samoyed
d529e6b7a8f0191fe43dd6ea8db0c497,irish_setter
d52ee32a4263a7c0924a0abc49f91acb,german_shepherd
d530703b353991efcf62e7e10b8f7ee2,collie
d535bf3a2946268c98b27fe05ed7f2ed,staffordshire_bullterrier
d5367a9c81635759c63cddc526edf3ad,shih-tzu
d5470b760dc855b84add98748e03bd77,boston_bull
d54cbe5a12642bcbef0a24130b926342,chihuahua
d554743c028b0ec7d91739cd47e3f33f,redbone
d559926a39b741a19969b9e634ed1933,walker_hound
d55f0b1e0b474c678e1c828211e119e0,pomeranian
d56ed1a1f310a47d3144cff906869f6d,lakeland_terrier
d5729b46847e1ccef0f318395b0975cd,groenendael
d583fbee2a4c69e9af446ff6939ed478,sealyham_terrier
d587009bd0b5c64c7fdb52c9317978c2,afghan_hound
d58b5b82b7d9ee79e4206e2be1c49528,dandie_dinmont
d58d8ea5531a3326f4467cb47bb05b35,briard
d599dd3288d6145c299d8b31c92be4be,chihuahua
d59ca43ea02ebe2a0b5e626a12cd3df3,gordon_setter
d5a421e33b9db2f03598af1760c71501,bouvier_des_flandres
d5a4beb5576f71087d740d1137e4513f,italian_greyhound
d5a99328bc26378c55e4bf77fcaea3b1,lhasa
d5a9fac2fa046e3649c845aa9d286e98,toy_poodle
d5ac49bf70fd512c9a38270fbe768177,afghan_hound
d5b01922a98bd60cd867e7b6d62039f2,saint_bernard
d5b91a7590c1510b727e1cf4925687ab,silky_terrier
d5b98aa5af9ecf0987b25921ee09ccaa,french_bulldog
d5bfebf92804b7fc76ad6d7190d2be2e,shetland_sheepdog
d5c742090f2d1bd616784d96a59bf941,yorkshire_terrier
d5c9f2708cfc84beb1f5af5b74a5b92d,french_bulldog
d5d1b3e622ddca79975b7d90708cd7d8,miniature_pinscher
d5d856e5a6b16e448dcbdd057e280e62,chihuahua
d5db9bd4d022fc34ac15a27bd99b8e02,american_staffordshire_terrier
d5dc59aae5cd233f9d03e10ec567ac08,samoyed
d5f0bb0a30174fb308fc79df04ad5ead,japanese_spaniel
d5f0de591ddb85ac62ae785fb3e316e9,whippet
d5fb95476c9b8333bc06ecb81fa60511,eskimo_dog
d5fc64a6e484b5ea765358bb74aee4b2,whippet
d600da0fd3fa1bde3ed69e1442aed8a1,scottish_deerhound
d612ce8febeb6a1d74add4669a002530,afghan_hound
d61a270df934b36a3d04fa329ffedc89,cairn
d62be3aa1b627562ab1b85ce73f9fede,boston_bull
d630a84482a95f1f4789b816c268ab1a,pug
d63348c8d835cd499da54d8de6a11803,tibetan_mastiff
d63508200d0c38766216f3ef91cc59d5,samoyed
d639b33dd3a399d201f995b8d9915a62,maltese_dog
d63acb5d222016e636daaf98d6b2c810,miniature_schnauzer
d6525a312a447edce56a6a10c8741afc,borzoi
d654df8cbee8ba4336355a692a3b8468,malamute
d6574a7c2c804a33cf3d29d917923349,welsh_springer_spaniel
d65bc49d1cf6be1fe8fd5798c4a28e08,bedlington_terrier
d66104727a2a8cdfd3f3a0fb17bdedc9,golden_retriever
d66ec4c83a620cca6ebf05ab9d162fcd,cairn
d67195583fae5a5cce6fd767ccddede1,blenheim_spaniel
d6857f130c251f01ab973358cbfccce1,boston_bull
d686e2bf8438d2a5c29924efca616708,schipperke
d68803c168dd707b81df84496ea2f59b,soft-coated_wheaten_terrier
d68aa9ca432fb8c9b97b756ac1d5e4d2,groenendael
d68bf61158dfabeb1bd97cdec84fe9c6,sealyham_terrier
d68f1be8128bae9979f58ceda3c76c50,west_highland_white_terrier
d69249ffd14a08732369495e7ec37eff,clumber
d694275d5ba5d57320e250535dd984fe,gordon_setter
d694d01ba01c34fcf8b27aa93d0a2708,german_shepherd
d6978271a12a1019bcb9fb57350b015e,kuvasz
d6a17a79cc8407190ba724064186bb45,dingo
d6a2e5bacf224fcbb6fafff451bd1bd2,pembroke
d6ab190c782baa4655046bf1c8542973,pembroke
d6b7723ebfd80e90faf4890affb89252,west_highland_white_terrier
d6bcaac6c121bd89f127f6b839959510,basset
d6caade773e0ae660917883ac8520fa4,golden_retriever
d6d26cf4c152fefe3d4515fdb814cb40,standard_schnauzer
d6d7678b8bddeb7a37789b17535d0b57,entlebucher
d6f09113efee7ca0f4903b4fdf42a02b,weimaraner
d6f37091a690b403411cc4066a4a83e3,giant_schnauzer
d6fb643ed203d7d01db9a4744526f2ea,boston_bull
d6fbd70900969f939deaa4f101408858,basset
d700f7428d738a40cff8266b4810e494,shetland_sheepdog
d7011c4c503f8ae150594ac9d3e1d757,pomeranian
d70233cd858bc0dd50ed351ae30a5432,kuvasz
d7113712b0ecaf9ba397d7bb06624397,dhole
d717947b987bf5d60e19ac963c548b74,rhodesian_ridgeback
d71bfc3b16d6e39fc726f47a93d4cebb,west_highland_white_terrier
d71e26c0af558afe29efb7f41ec33900,bedlington_terrier
d726e3be3e78245d2ea2cd5bc82d8ddc,vizsla
d7323663e7f5bac3ca0e1f1fa2f6aaba,cocker_spaniel
d73482c6d7e15da74be6477536e7619c,eskimo_dog
d739b294a3652ef517b86d9b79770910,beagle
d73ca370d7d89f706f09120845d7c283,whippet
d7413008ce8567c15e05cb6894ec49a2,bouvier_des_flandres
d7442f05504d23c1707d059a9aedf36a,weimaraner
d744d79f41606dbad323b3880ded77cb,kerry_blue_terrier
d7563303ddc600a8bb95b7065634d41f,entlebucher
d7613d9f96bd0d5e7e1fd38a3f614d06,keeshond
d7621d1161f69c95b4c527618db4f234,beagle
d763d3a2442894c122da5598ed6b7b7a,miniature_poodle
d76542b37390263a18c2c328e9d35125,great_dane
d7654b32fa71931ebffc7508f85d25f8,toy_terrier
d7667fb74a7d171c5254c531ec53e7ae,african_hunting_dog
d76883e92e76966fe382daa2ff57afd6,west_highland_white_terrier
d76a1cf6c6577f55114001bc8fa1d028,cardigan
d7750c85b3e5d0b3cb7adaffa5474a11,wire-haired_fox_terrier
d77cbf53aedd8776340977e523f61080,sussex_spaniel
d787b05937539cb43d0403e4a0bc3ccc,keeshond
d78b236c7c0016b7e6327e77f3728a42,black-and-tan_coonhound
d793a68896bf50ec6b19adbf2770b450,mexican_hairless
d7a98b492b4567df962762fb7ff3cdee,shih-tzu
d7aaddb8f9b021acc82989d6f4144710,borzoi
d7b8e8b5851e49502dffc5f9654743be,toy_poodle
d7c47fe9ebf2860b0483d76818c1d000,collie
d7c69184308bb29224ef9499292abb09,siberian_husky
d7c8a92ed39f40c397ec8fa7ddb3fbe3,groenendael
d7cee5c0a1a30d94c7bb60b47c699d90,gordon_setter
d7db04ffefefce6e6a1ddedbd350a38f,irish_water_spaniel
d7f3da9914b26cccb9f9e86a977545f5,chihuahua
d804a278c01fff883a53104d1aabe307,shih-tzu
d820e2f5f916d74a31c1689e00e5311d,miniature_pinscher
d8213d9a6c78738f4136606db0b88362,weimaraner
d82595dca7ce016827454328539a5bb7,rhodesian_ridgeback
d82604c1aa6728c546eaf1c3a85f980d,ibizan_hound
d8275152fe9027835bec0c405d131a2b,toy_poodle
d82b5016c8001998b9b9a1cf22806350,borzoi
d83b16a2a950d7a6b137c0a6fea98e27,kelpie
d83c437073ab4eaa53b733a1c1615131,norwich_terrier
d8488f933f021216d7a39f6e8f1bc9c5,bernese_mountain_dog
d84cd331a97cb5ee7d08974724f7055f,boston_bull
d85f51038f76b7ac987b34aeb89e99f3,sealyham_terrier
d85f6489eea87d3a09bb93c2e55b661d,miniature_poodle
d8611e2c4409411ea1cea007e2c456ce,australian_terrier
d8618518fa937be5f5754a6941398edf,eskimo_dog
d8620b5e2fe5d187ac1cec20f14e25ff,saluki
d8689e70969ba9533bcabee3cfbf697c,chesapeake_bay_retriever
d875ddeeafd44e1404b4ce4f376a3922,saluki
d8785cb92c09d3810e4ea86b5386316e,japanese_spaniel
d879e7d42ca6540a86ec8c5c42b8e167,saluki
d88d9d949d676cd61c9bd5fd7e50acf0,toy_poodle
d88fe1dcc5296a6aae4528f6fa6ad52b,rhodesian_ridgeback
d891f61cd3b9c7e32a6a5ddbdc497744,staffordshire_bullterrier
d8951830ecd4b5898a6484327dc6f294,papillon
d8959181b38109cbbba0da2db235f47b,sussex_spaniel
d89849a8b1519f2b26597dc4b405c4c3,greater_swiss_mountain_dog
d89a7d0ac27039b8dbadc1cafe221079,ibizan_hound
d8b283801fa52bc167acb47c554e18a5,affenpinscher
d8b4d06e0021ce684c1682011cc2687d,clumber
d8b93a3e7f2635d7487dd2749c194e22,dandie_dinmont
d8ba24f3c900cbc769a3b1771eff8251,standard_schnauzer
d8c56d35f5c43e257ca91b64d3d86fb7,american_staffordshire_terrier
d8caec177609c9c618028a270d3fa85c,pembroke
d8dcac39ea96e817cbaa716e31f58e26,borzoi
d8e25785ba02df22a6235ed9fbafd6a9,great_pyrenees
d8e39c28a398072fb76193c402f20405,silky_terrier
d8e4509a786dc5d844ebb20d45d66f05,dandie_dinmont
d8e49c71d93569fffe00086e6998cce4,staffordshire_bullterrier
d8e9eadd8cdaa3a14df6c8351a09eb00,vizsla
d8eee7c7a25bdb29844024d3451cd6ec,japanese_spaniel
d8f48a0fd6c36ac06eb1fe4f1b8d5a83,cocker_spaniel
d8fa88133b8415afdf9de6fe1e2fef94,groenendael
d9028d963306ad99dc5f55b94bc47f5b,golden_retriever
d9051c00e8c0436e6055f77d845b64a9,norfolk_terrier
d906ce11e75fd245403be6c907bf6d3b,scotch_terrier
d91689717c8333406434d3511990958d,briard
d91761b9302c37487710a4d8f890ba97,tibetan_terrier
d9195974648b224678fb0ef0b86007d7,blenheim_spaniel
